Stn Id,Stn Name,CIMIS Region,Date,Jul,ETo (in),qc,Precip (in),qc,Sol Rad (Ly/day),qc,Avg Vap Pres (mBars),qc,Max Air Temp (F),qc,Min Air Temp (F),qc,Avg Air Temp (F),qc,Max Rel Hum (%),qc,Min Rel Hum (%),qc,Avg Rel Hum (%),qc,Dew Point (F),qc,Avg Wind Speed (mph),qc,Wind Run (miles),qc,Avg Soil Temp (F),qc
6,Davis,Sacramento Valley,9/3/1991,246,0.24, ,0.00, ,574, ,15.7, ,102.0, ,59.5, ,79.6, ,74, ,25, ,45, ,56.6, ,4.8, ,115.4, ,75.5, 
6,Davis,Sacramento Valley,9/4/1991,247,0.24, ,0.00, ,569, ,16.3, ,100.9, ,61.2, ,80.1, ,75, ,28, ,46, ,57.7, ,4.2, ,100.6, ,76.0, 
6,Davis,Sacramento Valley,9/5/1991,248,0.24, ,0.00, ,566, ,15.9, ,100.3, ,59.8, ,77.6, ,77, ,27, ,49, ,57.1, ,5.3, ,127.0, ,77.1, 
6,Davis,Sacramento Valley,9/6/1991,249,0.24, ,0.00, ,535, ,15.4, ,87.3, ,59.5, ,71.3, ,81, ,39, ,59, ,56.1, ,9.0, ,216.9, ,77.4, 
6,Davis,Sacramento Valley,9/7/1991,250,0.20, ,0.00, ,552, ,15.3, ,83.3, ,58.6, ,69.3, ,81, ,43, ,63, ,56.0, ,6.0, ,144.0, ,76.4, 
6,Davis,Sacramento Valley,9/8/1991,251,0.21, ,0.00, ,547, ,14.5, ,85.7, ,54.8, ,68.5, ,85, ,34, ,61, ,54.5, ,6.9, ,164.4, ,76.1, 
6,Davis,Sacramento Valley,9/9/1991,252,0.19, ,0.00, ,527, ,12.2, ,72.1, ,51.9, ,61.9, ,83, ,48, ,65, ,49.8, ,9.4, ,226.5, ,74.8, 
6,Davis,Sacramento Valley,9/10/1991,253,0.19, ,0.00, ,530, ,12.8, ,79.9, ,54.0, ,65.2, ,82, ,35, ,60, ,51.0, ,5.8, ,139.5, ,74.1, 
6,Davis,Sacramento Valley,9/11/1991,254,0.19, ,0.00, ,525, ,13.5, ,86.7, ,51.5, ,68.4, ,83, ,34, ,57, ,52.6, ,3.9, ,94.8, ,74.1, 
6,Davis,Sacramento Valley,9/12/1991,255,0.19, ,0.00, ,520, ,13.4, ,90.0, ,52.1, ,68.9, ,85, ,31, ,56, ,52.4, ,4.6, ,109.5, ,74.4, 
6,Davis,Sacramento Valley,9/13/1991,256,0.20, ,0.00, ,524, ,13.3, ,87.7, ,52.4, ,67.3, ,85, ,32, ,58, ,52.1, ,6.1, ,147.5, ,74.1, 
6,Davis,Sacramento Valley,9/14/1991,257,0.18, ,0.00, ,527, ,12.9, ,89.5, ,49.3, ,66.7, ,86, ,28, ,58, ,51.3, ,4.7, ,113.4, ,73.6, 
6,Davis,Sacramento Valley,9/15/1991,258,0.19, ,0.00, ,517, ,13.6, ,94.5, ,52.2, ,70.9, ,85, ,25, ,53, ,52.8, ,3.7, ,89.4, ,73.8, 
6,Davis,Sacramento Valley,9/16/1991,259,0.19, ,0.00, ,507, ,14.4, ,96.5, ,54.4, ,74.1, ,79, ,27, ,50, ,54.3, ,3.3, ,79.8, ,74.3, 
6,Davis,Sacramento Valley,9/17/1991,260,0.15, ,0.00, ,374, ,14.5, ,93.7, ,57.5, ,74.0, ,71, ,32, ,50, ,54.4, ,3.7, ,90.0, ,74.5, 
6,Davis,Sacramento Valley,9/18/1991,261,0.18, ,0.00, ,508, ,14.3, ,96.8, ,53.6, ,72.3, ,79, ,27, ,53, ,54.1, ,3.7, ,89.3, ,74.3, 
6,Davis,Sacramento Valley,9/19/1991,262,0.19, ,0.00, ,492, ,14.7, ,90.8, ,55.0, ,70.5, ,79, ,36, ,58, ,54.9, ,5.0, ,119.7, ,74.2, 
6,Davis,Sacramento Valley,9/20/1991,263,0.19, ,0.00, ,500, ,14.1, ,87.7, ,53.9, ,68.2, ,84, ,31, ,60, ,53.7, ,5.9, ,141.7, ,73.5, 
6,Davis,Sacramento Valley,9/21/1991,264,0.20, ,0.00, ,497, ,12.9, ,93.6, ,52.2, ,71.6, ,86, ,24, ,49, ,51.3, ,4.6, ,110.4, ,72.8, 
6,Davis,Sacramento Valley,9/22/1991,265,0.19, ,0.00, ,487, ,12.9, ,95.7, ,50.8, ,72.5, ,86, ,23, ,47, ,51.4, ,4.1, ,98.7, ,72.5, 
6,Davis,Sacramento Valley,9/23/1991,266,0.19, ,0.00, ,496, ,12.4, ,98.2, ,51.9, ,73.7, ,77, ,18, ,44, ,50.3, ,3.3, ,78.1, ,72.7, 
6,Davis,Sacramento Valley,9/24/1991,267,0.20, ,0.00, ,479, ,12.1, ,100.0, ,54.8, ,75.9, ,65, ,20, ,39, ,49.5, ,3.8, ,90.6, ,72.3, 
6,Davis,Sacramento Valley,9/25/1991,268,0.20, ,0.00, ,392, ,13.3, ,95.4, ,58.5, ,74.0, ,63, ,26, ,46, ,52.2, ,6.3, ,151.8, ,72.0, 
6,Davis,Sacramento Valley,9/26/1991,269,0.18, ,0.00, ,452, ,14.7, ,85.1, ,58.0, ,68.5, ,85, ,41, ,62, ,54.9, ,7.0, ,168.7, ,72.1, 
6,Davis,Sacramento Valley,9/27/1991,270,0.15, ,0.00, ,465, ,14.2, ,86.5, ,49.9, ,66.2, ,86, ,37, ,64, ,53.9, ,4.0, ,95.0, ,71.9, 
6,Davis,Sacramento Valley,9/28/1991,271,0.16, ,0.00, ,450, ,14.0, ,91.3, ,52.1, ,71.3, ,85, ,29, ,53, ,53.5, ,3.1, ,75.1, ,72.2, 
6,Davis,Sacramento Valley,9/29/1991,272,0.19, ,0.00, ,457, ,13.2, ,95.9, ,57.1, ,76.0, ,71, ,25, ,43, ,51.8, ,4.1, ,98.5, ,72.6, 
6,Davis,Sacramento Valley,9/30/1991,273,0.19, ,0.00, ,452, ,14.1, ,98.1, ,60.1, ,76.0, ,67, ,26, ,46, ,53.7, ,4.4, ,106.0, ,72.9, 
6,Davis,Sacramento Valley,10/1/1991,274,0.16, ,0.00, ,433, ,15.1, ,95.7, ,55.9, ,72.3, ,81, ,30, ,56, ,55.6, ,4.0, ,96.2, ,73.1, 
6,Davis,Sacramento Valley,10/2/1991,275,0.18, ,0.00, ,449, ,14.2, ,98.2, ,56.9, ,75.7, ,76, ,25, ,47, ,53.9, ,3.2, ,77.7, ,73.1, 
6,Davis,Sacramento Valley,10/3/1991,276,0.20, ,0.00, ,450, ,13.4, ,98.4, ,58.9, ,77.4, ,66, ,23, ,42, ,52.3, ,4.1, ,99.4, ,72.9, 
6,Davis,Sacramento Valley,10/4/1991,277,0.18, ,0.00, ,438, ,13.4, ,94.9, ,56.2, ,73.0, ,64, ,30, ,48, ,52.4, ,4.6, ,110.4, ,72.6, 
6,Davis,Sacramento Valley,10/5/1991,278,0.16, ,0.00, ,444, ,13.0, ,87.2, ,52.9, ,67.2, ,85, ,31, ,57, ,51.5, ,5.2, ,125.5, ,72.4, 
6,Davis,Sacramento Valley,10/6/1991,279,0.14, ,0.00, ,434, ,12.8, ,87.8, ,48.7, ,66.5, ,83, ,31, ,58, ,51.1, ,3.7, ,88.7, ,71.7, 
6,Davis,Sacramento Valley,10/7/1991,280,0.15, ,0.00, ,425, ,11.9, ,91.5, ,51.9, ,69.4, ,80, ,27, ,49, ,49.2, ,3.7, ,89.4, ,71.3, 
6,Davis,Sacramento Valley,10/8/1991,281,0.17, ,0.00, ,423, ,10.4, ,91.7, ,50.6, ,69.9, ,73, ,22, ,42, ,45.7, ,4.4, ,105.3, ,70.7, 
6,Davis,Sacramento Valley,10/9/1991,282,0.18, ,0.00, ,197, ,8.1, ,94.4, ,61.4, ,77.7, ,48, ,14, ,25, ,39.1, ,3.2, ,76.3, ,70.7, 
6,Davis,Sacramento Valley,10/10/1991,283,0.21, ,0.00, ,419, ,7.3, ,99.3, ,58.3, ,78.5, ,40, ,11, ,22, ,36.6, ,4.7, ,112.5, ,70.0, 
6,Davis,Sacramento Valley,10/11/1991,284,0.21, ,0.00, ,338, ,8.3, ,96.0, ,63.7, ,78.7, ,39, ,16, ,25, ,39.6, ,5.9, ,142.0, ,69.5, 
6,Davis,Sacramento Valley,10/12/1991,285,0.19, ,0.00, ,389, ,9.2, ,95.9, ,60.8, ,75.6, ,44, ,18, ,31, ,42.5, ,4.4, ,106.3, ,69.8, 
6,Davis,Sacramento Valley,10/13/1991,286,0.17, ,0.00, ,392, ,9.4, ,95.0, ,56.0, ,73.3, ,49, ,19, ,34, ,43.0, ,3.7, ,87.8, ,69.8, 
6,Davis,Sacramento Valley,10/14/1991,287,0.16, ,0.00, ,396, ,9.4, ,97.1, ,54.5, ,72.9, ,54, ,14, ,34, ,43.0, ,3.0, ,71.6, ,70.0, 
6,Davis,Sacramento Valley,10/15/1991,288,0.15, ,0.00, ,386, ,9.6, ,92.5, ,51.5, ,69.5, ,54, ,21, ,39, ,43.5, ,2.9, ,69.0, ,69.8, 
6,Davis,Sacramento Valley,10/16/1991,289,0.14, ,0.00, ,373, ,9.7, ,90.3, ,50.4, ,68.2, ,61, ,23, ,41, ,43.8, ,2.6, ,63.2, ,69.6, 
6,Davis,Sacramento Valley,10/17/1991,290,0.14, ,0.00, ,365, ,10.3, ,87.6, ,51.7, ,67.8, ,65, ,25, ,44, ,45.2, ,3.1, ,75.1, ,69.5, 
6,Davis,Sacramento Valley,10/18/1991,291,0.14, ,0.00, ,370, ,10.1, ,92.7, ,50.0, ,68.9, ,75, ,19, ,42, ,44.8, ,2.9, ,69.7, ,69.3, 
6,Davis,Sacramento Valley,10/19/1991,292,0.20, ,0.00, ,370, ,7.5, ,92.2, ,51.6, ,73.3, ,56, ,14, ,27, ,37.2, ,6.3, ,151.0, ,68.9, 
6,Davis,Sacramento Valley,10/20/1991,293,0.34, ,0.00, ,370, ,6.5, ,91.8, ,66.3, ,79.3, ,25, ,14, ,19, ,33.5, ,15.0, ,360.0, ,68.3, 
6,Davis,Sacramento Valley,10/21/1991,294,0.16, ,0.00, ,359, ,8.3, ,88.3, ,54.5, ,69.1, ,62, ,19, ,34, ,39.6, ,5.3, ,126.2, ,68.0, 
6,Davis,Sacramento Valley,10/22/1991,295,0.09, ,0.00, ,116, ,11.3, ,65.7, ,50.7, ,60.7, ,68, ,55, ,62, ,47.7, ,12.5, ,299.5, ,67.7, 
6,Davis,Sacramento Valley,10/23/1991,296,0.15, ,0.00, ,359, ,5.4, ,68.5, ,42.9, ,55.0, ,71, ,16, ,37, ,29.0, ,7.4, ,176.9, ,65.9, 
6,Davis,Sacramento Valley,10/24/1991,297,0.10, ,0.00, ,265, ,7.7, ,67.4, ,40.4, ,55.3, ,71, ,28, ,52, ,37.8, ,5.4, ,130.7, ,64.7, 
6,Davis,Sacramento Valley,10/25/1991,298,0.05, ,0.28, ,105, ,12.2, ,63.7, ,53.6, ,58.1, ,81, ,56, ,74, ,49.9, ,10.4, ,249.8, ,65.2, 
6,Davis,Sacramento Valley,10/26/1991,299,0.13, ,0.20, ,275, ,10.0, ,65.1, ,45.9, ,58.3, ,80, ,39, ,60, ,44.5, ,11.1, ,266.0, ,65.3, 
6,Davis,Sacramento Valley,10/27/1991,300,0.17, ,0.00, ,347, ,5.0, ,64.8, ,42.8, ,53.2, ,61, ,15, ,36, ,26.9, ,9.7, ,231.7, ,63.6, 
6,Davis,Sacramento Valley,10/28/1991,301,0.20, ,0.00, ,328, ,4.6, ,68.5, ,48.2, ,56.2, ,66, ,12, ,30, ,25.0, ,12.7, ,304.8, ,62.2, 
6,Davis,Sacramento Valley,10/29/1991,302,0.11, ,0.00, ,246, ,8.2, ,64.4, ,49.9, ,56.2, ,79, ,32, ,54, ,39.5, ,8.5, ,203.8, ,62.5, 
6,Davis,Sacramento Valley,10/30/1991,303,0.23, ,0.00, ,342, ,2.8, ,66.4, ,45.1, ,54.6, ,32, ,9, ,19, ,13.5, ,15.3, ,367.7, ,61.3, 
6,Davis,Sacramento Valley,10/31/1991,304,0.10, ,0.00, ,324, ,5.0, ,68.7, ,36.0, ,51.6, ,61, ,24, ,39, ,27.3, ,3.0, ,71.9, ,60.7, 
6,Davis,Sacramento Valley,11/1/1991,305,0.10, ,0.00, ,319, ,5.6, ,70.7, ,37.2, ,52.1, ,60, ,21, ,42, ,29.8, ,2.7, ,65.2, ,60.5, 
6,Davis,Sacramento Valley,11/2/1991,306,0.09, ,0.00, ,303, ,6.1, ,72.3, ,37.4, ,53.6, ,71, ,20, ,44, ,32.1, ,2.8, ,66.7, ,60.2, 
6,Davis,Sacramento Valley,11/3/1991,307,0.09, ,0.00, ,295, ,7.3, ,75.4, ,43.3, ,56.7, ,73, ,24, ,46, ,36.4, ,2.4, ,57.1, ,60.5, 
6,Davis,Sacramento Valley,11/4/1991,308,0.09, ,0.00, ,293, ,7.4, ,77.5, ,41.7, ,58.4, ,69, ,25, ,44, ,36.7, ,2.4, ,56.5, ,60.7, 
6,Davis,Sacramento Valley,11/5/1991,309,0.10, ,0.00, ,83, ,12.2, ,79.7, ,32.0, ,65.7, ,69, ,20, ,57, ,49.9, ,2.3, ,54.7, ,61.9, 
6,Davis,Sacramento Valley,11/6/1991,310,0.08,F,,M,,M,,M,,M,,M,,M,73,H,45,H,,M,,M,,M,,M,,M
6,Davis,Sacramento Valley,11/7/1991,311,0.08, ,0.00, ,270, ,13.7, ,79.6, ,46.1, ,62.8, ,94, ,49, ,70, ,53.0, ,2.1, ,49.7, ,61.1, 
6,Davis,Sacramento Valley,11/8/1991,312,0.05, ,0.00, ,153, ,15.0, ,74.2, ,55.8, ,62.1, ,88, ,60, ,79, ,55.4, ,4.6, ,110.3, ,61.9, 
6,Davis,Sacramento Valley,11/9/1991,313,0.11, ,0.00, ,273, ,14.4, ,77.3, ,53.5, ,65.2, ,100, ,46, ,68, ,54.2, ,7.1, ,169.3, ,62.2, 
6,Davis,Sacramento Valley,11/10/1991,314,0.12, ,0.00, ,282, ,11.0, ,77.2, ,47.7, ,63.4, ,81, ,35, ,55, ,47.1, ,7.0, ,166.9, ,62.0, 
6,Davis,Sacramento Valley,11/11/1991,315,0.10,F,0.00, ,259, ,11.9,H,73.3, ,43.8, ,56.8, ,100,H,41,H,76, ,49.2, ,2.3, ,54.8, ,60.9, 
6,Davis,Sacramento Valley,11/12/1991,316,0.07, ,0.00, ,261, ,10.7, ,75.0, ,43.8, ,57.1, ,80, ,44, ,67, ,46.4, ,2.6, ,61.9, ,60.2, 
6,Davis,Sacramento Valley,11/13/1991,317,0.09, ,0.00, ,251, ,9.4, ,73.8, ,46.8, ,58.0, ,90, ,32, ,57, ,43.0, ,3.9, ,93.3, ,60.3, 
6,Davis,Sacramento Valley,11/14/1991,318,0.22, ,0.00, ,273, ,4.8, ,65.2, ,40.7, ,55.0, ,58, ,21, ,33, ,26.3, ,16.3, ,390.3, ,58.4, 
6,Davis,Sacramento Valley,11/15/1991,319,0.20, ,0.00, ,285, ,4.0, ,67.0, ,40.4, ,54.0, ,43, ,15, ,28, ,21.5, ,14.1, ,338.9, ,56.7, 
6,Davis,Sacramento Valley,11/16/1991,320,0.09, ,0.00, ,227, ,6.8, ,65.7, ,33.8, ,51.5, ,78, ,32, ,52, ,34.6, ,6.1, ,146.6, ,55.9, 
6,Davis,Sacramento Valley,11/17/1991,321,0.05, ,0.12, ,132, ,11.3, ,65.3, ,49.1, ,55.0, ,100, ,46, ,77, ,47.8, ,9.8, ,234.7, ,57.1, 
6,Davis,Sacramento Valley,11/18/1991,322,0.08, ,0.00, ,275, ,8.7, ,62.8, ,41.1, ,52.3, ,91, ,45, ,65, ,41.1, ,5.8, ,140.3, ,56.9, 
6,Davis,Sacramento Valley,11/19/1991,323,0.06, ,0.00, ,261, ,8.7, ,62.4, ,34.8, ,49.1, ,100, ,46, ,74, ,41.1, ,3.7, ,88.6, ,56.0, 
6,Davis,Sacramento Valley,11/20/1991,324,0.00, ,0.04, ,80, ,12.7, ,57.2, ,48.1, ,52.4, ,100, ,81, ,94, ,50.8, ,4.1, ,97.4, ,56.8, 
6,Davis,Sacramento Valley,11/21/1991,325,0.16, ,0.00, ,261, ,8.0, ,65.3, ,48.9, ,55.7, ,93, ,27, ,53, ,38.7, ,15.5, ,371.5, ,57.0, 
6,Davis,Sacramento Valley,11/22/1991,326,0.10, ,0.00, ,249, ,5.7, ,63.2, ,38.5, ,50.6, ,66, ,32, ,45, ,30.1, ,6.5, ,156.3, ,55.5, 
6,Davis,Sacramento Valley,11/23/1991,327,0.06, ,0.00, ,219, ,7.5, ,64.9, ,33.2, ,47.7, ,81, ,45, ,66, ,37.0, ,3.3, ,80.3, ,54.4, 
6,Davis,Sacramento Valley,11/24/1991,328,0.07, ,0.00, ,231, ,7.2, ,67.8, ,39.0, ,51.1, ,78, ,35, ,57, ,36.2, ,3.1, ,75.1, ,54.6, 
6,Davis,Sacramento Valley,11/25/1991,329,0.06, ,0.00, ,227, ,8.0, ,67.9, ,38.2, ,51.2, ,89, ,39, ,62, ,38.6, ,2.5, ,60.8, ,54.8, 
6,Davis,Sacramento Valley,11/26/1991,330,0.05, ,0.00, ,211, ,9.2, ,66.0, ,35.7, ,50.3, ,94, ,52, ,74, ,42.3, ,3.2, ,77.7, ,54.4, 
6,Davis,Sacramento Valley,11/27/1991,331,0.15, ,0.00, ,244, ,8.3, ,64.3, ,47.8, ,55.8, ,100, ,24, ,54, ,39.6, ,14.4, ,346.5, ,55.4, 
6,Davis,Sacramento Valley,11/28/1991,332,0.20, ,0.00, ,249, ,4.1, ,63.8, ,45.0, ,53.3, ,40, ,20, ,30, ,22.6, ,16.2, ,388.7, ,53.8, 
6,Davis,Sacramento Valley,11/29/1991,333,0.18, ,0.00, ,247, ,4.0, ,60.0, ,31.0, ,47.6, ,79, ,20, ,35, ,21.5, ,15.0, ,359.5, ,52.4, 
6,Davis,Sacramento Valley,11/30/1991,334,0.22, ,0.00, ,247, ,3.2, ,61.5, ,41.8, ,50.8, ,32, ,16, ,25, ,16.4, ,19.1, ,458.5, ,51.4, 
6,Davis,Sacramento Valley,12/1/1991,335,0.13, ,0.00, ,197, ,5.0, ,64.0, ,35.4, ,50.5, ,62, ,31, ,40, ,27.1, ,11.5, ,276.4, ,52.1, 
6,Davis,Sacramento Valley,12/2/1991,336,0.06, ,0.00, ,219, ,5.3, ,61.0, ,30.7, ,43.7, ,68, ,38, ,55, ,28.6, ,2.7, ,64.8, ,51.1, 
6,Davis,Sacramento Valley,12/3/1991,337,0.06, ,0.00, ,229, ,6.0, ,62.2, ,32.0, ,44.2, ,88, ,40, ,61, ,31.6, ,2.6, ,61.7, ,55.1,H
6,Davis,Sacramento Valley,12/4/1991,338,0.06, ,0.00, ,235, ,6.4, ,64.1, ,30.8, ,45.0, ,83, ,42, ,63, ,33.1, ,3.6, ,87.1, ,56.1, 
6,Davis,Sacramento Valley,12/5/1991,339,0.05, ,0.00, ,229, ,6.6, ,64.6, ,27.7, ,43.5, ,89, ,46, ,68, ,33.8, ,2.4, ,57.1, ,53.5, 
6,Davis,Sacramento Valley,12/6/1991,340,0.04, ,0.20, ,145, ,10.1, ,64.1, ,38.3, ,51.3, ,100, ,63, ,78, ,44.8, ,6.4, ,153.4, ,53.7, 
6,Davis,Sacramento Valley,12/7/1991,341,0.07,F,0.12, ,165, ,11.0,H,57.5, ,47.1, ,51.7, ,100,H,53,H,84, ,47.0, ,10.3, ,248.3, ,54.7, 
6,Davis,Sacramento Valley,12/8/1991,342,0.18, ,0.00, ,231, ,5.1, ,62.5, ,41.5, ,52.2, ,53, ,23, ,39, ,27.8, ,18.2, ,436.0, ,52.8, 
6,Davis,Sacramento Valley,12/9/1991,343,0.04, ,0.00, ,228, ,7.5,H,58.9, ,31.2, ,44.2, ,100,H,44,H,76, ,37.0, ,3.3, ,78.6, ,51.7, 
6,Davis,Sacramento Valley,12/10/1991,344,0.06, ,0.00, ,221, ,6.9, ,62.0, ,29.7, ,44.9, ,100, ,42, ,68, ,34.9, ,5.1, ,121.2, ,50.7, 
6,Davis,Sacramento Valley,12/11/1991,345,0.06,F,0.00, ,203, ,7.9,H,54.7, ,32.5, ,40.9, ,100,H,53,H,91, ,38.5, ,3.8, ,91.2, ,50.8, 
6,Davis,Sacramento Valley,12/12/1991,346,0.05,F,0.00, ,58, ,8.8,H,44.2, ,31.8, ,39.0, ,100,H,100,H,100, ,41.3, ,4.3, ,102.7, ,50.3, 
6,Davis,Sacramento Valley,12/13/1991,347,0.06,F,0.00, ,133, ,8.8,H,46.1, ,37.8, ,40.4, ,100,H,86,H,100, ,41.2, ,4.7, ,114.0, ,50.6, 
6,Davis,Sacramento Valley,12/14/1991,348,0.06,F,0.00, ,134, ,8.6,H,46.7, ,38.1, ,40.8, ,100,H,80,H,99, ,40.6, ,5.0, ,120.5, ,50.8, 
6,Davis,Sacramento Valley,12/15/1991,349,0.05,F,0.00, ,106, ,8.5,H,45.8, ,36.6, ,39.7, ,100,H,85,H,100, ,40.3, ,3.2, ,78.0, ,50.7, 
6,Davis,Sacramento Valley,12/16/1991,350,0.05,F,0.00, ,78, ,7.9,H,43.1, ,31.5, ,37.0, ,100,H,92,H,100, ,38.4, ,2.9, ,70.3, ,50.3, 
6,Davis,Sacramento Valley,12/17/1991,351,0.05,F,0.12, ,79, ,9.1,H,49.6, ,33.9, ,41.7, ,100,H,79,H,100, ,42.0, ,3.7, ,90.0, ,50.0, 
6,Davis,Sacramento Valley,12/18/1991,352,0.05,F,0.04, ,178, ,10.5,H,61.0, ,40.9, ,51.0, ,100,H,55,H,83, ,45.9, ,8.1, ,195.3, ,51.7, 
6,Davis,Sacramento Valley,12/19/1991,353,0.13, ,0.00, ,222, ,5.8, ,55.6, ,35.2, ,46.0, ,83, ,38, ,54, ,30.5, ,16.8, ,402.1, ,50.3, 
6,Davis,Sacramento Valley,12/20/1991,354,0.07, ,0.00, ,214, ,5.4, ,53.7, ,33.8, ,43.9, ,78, ,35, ,55, ,28.7, ,6.0, ,143.3, ,49.4, 
6,Davis,Sacramento Valley,12/21/1991,355,0.03, ,0.00, ,163, ,6.5, ,52.9, ,30.7, ,41.3, ,100, ,53, ,74, ,33.7, ,4.0, ,97.0, ,48.5, 
6,Davis,Sacramento Valley,12/22/1991,356,0.04, ,0.00, ,147, ,6.3, ,55.9, ,29.5, ,41.1, ,99, ,48, ,72, ,32.7, ,4.2, ,101.0, ,48.1, 
6,Davis,Sacramento Valley,12/23/1991,357,0.08, ,0.00, ,212, ,5.5, ,63.2, ,35.3, ,46.6, ,68, ,30, ,51, ,29.6, ,5.4, ,130.6, ,48.3, 
6,Davis,Sacramento Valley,12/24/1991,358,0.04, ,0.00, ,198, ,6.3, ,60.5, ,30.2, ,43.2, ,82, ,43, ,67, ,32.8, ,2.3, ,54.3, ,48.1, 
6,Davis,Sacramento Valley,12/25/1991,359,0.04, ,0.00, ,158, ,7.6, ,57.1, ,33.2, ,44.8, ,88, ,60, ,75, ,37.3, ,2.8, ,67.0, ,48.4, 
6,Davis,Sacramento Valley,12/26/1991,360,0.03, ,0.00, ,132, ,8.0, ,57.7, ,38.4, ,46.1, ,86, ,58, ,75, ,38.7, ,2.8, ,66.7, ,49.4, 
6,Davis,Sacramento Valley,12/27/1991,361,0.01, ,0.28, ,70, ,9.1,H,53.5, ,38.1, ,46.3, ,100,H,64,H,85, ,42.2, ,4.6, ,110.1, ,49.1, 
6,Davis,Sacramento Valley,12/28/1991,362,0.02, ,0.67, ,125, ,11.9, ,56.6, ,48.1, ,51.1, ,100, ,77, ,93, ,49.1, ,12.0, ,289.1, ,50.4, 
6,Davis,Sacramento Valley,12/29/1991,363,0.01, ,0.63, ,86, ,12.0,H,53.9, ,47.8, ,50.6, ,100,H,79,H,95, ,49.3, ,8.4, ,200.6, ,50.9, 
6,Davis,Sacramento Valley,12/30/1991,364,0.00, ,0.04, ,81, ,11.9,H,53.9, ,44.7, ,49.4, ,100,H,86,H,99, ,49.2, ,5.2, ,124.3, ,51.4, 
6,Davis,Sacramento Valley,12/31/1991,365,0.04,F,0.00, ,184, ,10.8,H,56.8, ,39.9, ,47.3, ,100,H,77,H,97, ,46.6, ,3.7, ,88.2, ,50.8, 
6,Davis,Sacramento Valley,1/1/1992,001,0.04, ,0.00, ,220, ,8.9, ,55.8, ,36.4, ,45.1, ,100, ,62, ,88, ,41.6, ,5.0, ,120.0, ,49.9, 
6,Davis,Sacramento Valley,1/2/1992,002,0.04, ,0.00, ,204, ,8.2,H,55.8, ,33.6, ,42.2, ,100,H,61,H,90, ,39.4, ,5.0, ,118.8, ,48.6, 
6,Davis,Sacramento Valley,1/3/1992,003,0.04,F,0.00, ,98, ,10.0,H,51.1, ,36.9, ,43.5, ,100,H,88,H,100, ,44.6, ,4.7, ,111.6, ,49.0, 
6,Davis,Sacramento Valley,1/4/1992,004,0.03, ,0.43, ,119, ,11.8,H,56.8, ,46.5, ,51.7, ,100,H,72,H,90, ,48.8, ,10.5, ,252.4, ,50.7, 
6,Davis,Sacramento Valley,1/5/1992,005,0.00, ,0.28, ,84, ,11.1, ,51.9, ,43.4, ,47.8, ,100, ,92, ,98, ,47.3, ,8.5, ,203.6, ,51.1, 
6,Davis,Sacramento Valley,1/6/1992,006,-0.01, ,0.16, ,35, ,11.3,H,50.3, ,45.1, ,46.9, ,100,H,95,H,100, ,47.7, ,6.4, ,154.1, ,50.3, 
6,Davis,Sacramento Valley,1/7/1992,007,0.03, ,0.39, ,115, ,9.6, ,51.7, ,43.0, ,47.2, ,100, ,66, ,87, ,43.6, ,11.0, ,264.1, ,50.1, 
6,Davis,Sacramento Valley,1/8/1992,008,0.03,F,0.00, ,146, ,8.6,H,49.8, ,31.4, ,41.3, ,100,H,65,H,98, ,40.6, ,3.7, ,87.7, ,49.0, 
6,Davis,Sacramento Valley,1/9/1992,009,0.01,F,0.00, ,221, ,8.6,H,52.5, ,32.2, ,39.8, ,100,H,79,H,100, ,40.8, ,3.7, ,89.9, ,48.4, 
6,Davis,Sacramento Valley,1/10/1992,010,0.02,F,0.00, ,53, ,9.3,H,42.5, ,38.6, ,40.3, ,100,H,100,H,100, ,42.6, ,3.3, ,78.0, ,49.0, 
6,Davis,Sacramento Valley,1/11/1992,011,0.11,F,0.00, ,232, ,7.3,H,55.9, ,35.7, ,46.0, ,100,H,42,H,69, ,36.5, ,11.8, ,284.1, ,49.3, 
6,Davis,Sacramento Valley,1/12/1992,012,0.08, ,0.00, ,240, ,6.0, ,52.6, ,36.2, ,44.9, ,99, ,47, ,59, ,31.4, ,9.4, ,225.3, ,48.5, 
6,Davis,Sacramento Valley,1/13/1992,013,0.04,F,0.00, ,211, ,7.5,H,51.0, ,30.2, ,39.3, ,100,H,64,H,91, ,37.0, ,2.7, ,65.7, ,47.4, 
6,Davis,Sacramento Valley,1/14/1992,014,0.04,F,0.00, ,230, ,7.7,H,56.2, ,31.6, ,42.0, ,100,H,56,H,85, ,37.7, ,2.8, ,67.3, ,47.0, 
6,Davis,Sacramento Valley,1/15/1992,015,0.04,F,0.00, ,54, ,8.8,H,41.4, ,36.4, ,39.2, ,100,H,100,H,100, ,41.3, ,3.9, ,94.2, ,47.3, 
6,Davis,Sacramento Valley,1/16/1992,016,0.04,F,0.00, ,59, ,9.1,H,41.9, ,37.5, ,39.8, ,100,H,100,H,100, ,42.0, ,3.3, ,78.5, ,47.9, 
6,Davis,Sacramento Valley,1/17/1992,017,0.04,F,0.08, ,95, ,9.1,H,47.2, ,38.0, ,41.5, ,100,H,91,H,100, ,42.0, ,3.7, ,88.5, ,48.4, 
6,Davis,Sacramento Valley,1/18/1992,018,0.05,F,0.00, ,242, ,8.4,H,55.3, ,37.1, ,43.5, ,100,H,58,H,88, ,40.2, ,4.9, ,118.8, ,49.0, 
