"Plot Title: 22310149"
"#","Date Time, GMT-08:00","Low Range, μS/cm (LGR S/N: 22310149, SEN S/N: 22310149)","Temp, °C (LGR S/N: 22310149, SEN S/N: 22310149)","Coupler Detached (LGR S/N: 22310149)","Coupler Attached (LGR S/N: 22310149)","Host Connected (LGR S/N: 22310149)","End Of File (LGR S/N: 22310149)"
1221,11/30/25 12:00:00 AM,236.0,9.66,,,,
1222,11/30/25 12:30:00 AM,236.2,9.65,,,,
1223,11/30/25 01:00:00 AM,236.5,9.60,,,,
1224,11/30/25 01:30:00 AM,236.6,9.57,,,,
1225,11/30/25 02:00:00 AM,236.4,9.53,,,,
1226,11/30/25 02:30:00 AM,236.2,9.50,,,,
1227,11/30/25 03:00:00 AM,236.2,9.43,,,,
1228,11/30/25 03:30:00 AM,236.2,9.41,,,,
1229,11/30/25 04:00:00 AM,236.2,9.42,,,,
1230,11/30/25 04:30:00 AM,236.0,9.38,,,,
1231,11/30/25 05:00:00 AM,236.1,9.38,,,,
1232,11/30/25 05:30:00 AM,236.0,9.34,,,,
1233,11/30/25 06:00:00 AM,236.1,9.33,,,,
1234,11/30/25 06:30:00 AM,236.1,9.31,,,,
1235,11/30/25 07:00:00 AM,235.9,9.27,,,,
1236,11/30/25 07:30:00 AM,235.6,9.26,,,,
1237,11/30/25 08:00:00 AM,235.5,9.25,,,,
1238,11/30/25 08:30:00 AM,235.6,9.23,,,,
1239,11/30/25 09:00:00 AM,235.6,9.23,,,,
1240,11/30/25 09:30:00 AM,235.7,9.23,,,,
1241,11/30/25 10:00:00 AM,235.7,9.26,,,,
1242,11/30/25 10:30:00 AM,235.8,9.30,,,,
1243,11/30/25 11:00:00 AM,236.4,9.38,,,,
1244,11/30/25 11:30:00 AM,237.0,9.47,,,,
1245,11/30/25 12:00:00 PM,237.6,9.55,,,,
1246,11/30/25 12:30:00 PM,237.8,9.62,,,,
1247,11/30/25 01:00:00 PM,238.2,9.73,,,,
1248,11/30/25 01:30:00 PM,238.3,9.77,,,,
1249,11/30/25 02:00:00 PM,238.6,9.80,,,,
1250,11/30/25 02:30:00 PM,238.6,9.80,,,,
1251,11/30/25 03:00:00 PM,238.6,9.81,,,,
1252,11/30/25 03:30:00 PM,238.5,9.77,,,,
1253,11/30/25 04:00:00 PM,238.4,9.72,,,,
1254,11/30/25 04:30:00 PM,237.9,9.68,,,,
1255,11/30/25 05:00:00 PM,237.3,9.60,,,,
1256,11/30/25 05:30:00 PM,237.2,9.54,,,,
1257,11/30/25 06:00:00 PM,237.1,9.49,,,,
1258,11/30/25 06:30:00 PM,237.1,9.43,,,,
1259,11/30/25 07:00:00 PM,237.1,9.42,,,,
1260,11/30/25 07:30:00 PM,237.0,9.37,,,,
1261,11/30/25 08:00:00 PM,236.9,9.34,,,,
1262,11/30/25 08:30:00 PM,236.7,9.30,,,,
1263,11/30/25 09:00:00 PM,236.6,9.26,,,,
1264,11/30/25 09:30:00 PM,236.6,9.23,,,,
1265,11/30/25 10:00:00 PM,236.8,9.23,,,,
1266,11/30/25 10:30:00 PM,237.0,9.17,,,,
1267,11/30/25 11:00:00 PM,237.2,9.15,,,,
1268,11/30/25 11:30:00 PM,237.2,9.14,,,,
1269,12/01/25 12:00:00 AM,237.4,9.17,,,,
1270,12/01/25 12:30:00 AM,237.3,9.10,,,,
1271,12/01/25 01:00:00 AM,237.1,9.09,,,,
1272,12/01/25 01:30:00 AM,237.1,9.05,,,,
1273,12/01/25 02:00:00 AM,237.8,8.99,,,,
1274,12/01/25 02:30:00 AM,238.0,8.94,,,,
1275,12/01/25 03:00:00 AM,238.2,8.94,,,,
1276,12/01/25 03:30:00 AM,238.4,8.91,,,,
1277,12/01/25 04:00:00 AM,238.2,8.90,,,,
1278,12/01/25 04:30:00 AM,237.3,8.89,,,,
1279,12/01/25 05:00:00 AM,237.0,8.86,,,,
1280,12/01/25 05:30:00 AM,236.7,8.86,,,,
1281,12/01/25 06:00:00 AM,236.5,8.85,,,,
1282,12/01/25 06:30:00 AM,236.7,8.85,,,,
1283,12/01/25 07:00:00 AM,237.0,8.83,,,,
1284,12/01/25 07:30:00 AM,237.4,8.83,,,,
1285,12/01/25 08:00:00 AM,236.0,8.83,,,,
1286,12/01/25 08:30:00 AM,235.8,8.85,,,,
1287,12/01/25 09:00:00 AM,235.6,8.93,,,,
1288,12/01/25 09:30:00 AM,235.8,9.05,,,,
1289,12/01/25 10:00:00 AM,237.2,9.29,,,,
1290,12/01/25 10:30:00 AM,238.2,9.43,,,,
1291,12/01/25 11:00:00 AM,239.3,9.61,,,,
1292,12/01/25 11:30:00 AM,240.3,9.76,,,,
1293,12/01/25 12:00:00 PM,241.0,9.88,,,,
1294,12/01/25 12:30:00 PM,241.8,10.01,,,,
1295,12/01/25 01:00:00 PM,242.9,10.17,,,,
1296,12/01/25 01:30:00 PM,244.0,10.33,,,,
1297,12/01/25 02:00:00 PM,244.9,10.45,,,,
1298,12/01/25 02:30:00 PM,246.0,10.56,,,,
1299,12/01/25 03:00:00 PM,246.8,10.68,,,,
1300,12/01/25 03:30:00 PM,247.9,10.76,,,,
1301,12/01/25 04:00:00 PM,247.8,10.75,,,,
1302,12/01/25 04:30:00 PM,246.3,10.61,,,,
1303,12/01/25 05:00:00 PM,245.6,10.53,,,,
1304,12/01/25 05:30:00 PM,245.2,10.25,,,,
1305,12/01/25 06:00:00 PM,244.0,10.21,,,,
1306,12/01/25 06:30:00 PM,242.9,10.09,,,,
1307,12/01/25 07:00:00 PM,243.2,9.94,,,,
1308,12/01/25 07:30:00 PM,242.0,9.73,,,,
1309,12/01/25 08:00:00 PM,239.9,9.60,,,,
1310,12/01/25 08:30:00 PM,238.1,9.50,,,,
1311,12/01/25 09:00:00 PM,237.7,9.43,,,,
1312,12/01/25 09:30:00 PM,237.0,9.30,,,,
1313,12/01/25 10:00:00 PM,236.0,9.17,,,,
1314,12/01/25 10:30:00 PM,236.1,9.06,,,,
1315,12/01/25 11:00:00 PM,236.1,8.97,,,,
1316,12/01/25 11:30:00 PM,235.7,8.86,,,,
1317,12/02/25 12:00:00 AM,235.7,8.78,,,,
1318,12/02/25 12:30:00 AM,235.2,8.64,,,,
1319,12/02/25 01:00:00 AM,234.9,8.62,,,,
1320,12/02/25 01:30:00 AM,234.6,8.58,,,,
1321,12/02/25 02:00:00 AM,234.3,8.43,,,,
1322,12/02/25 02:30:00 AM,233.4,8.32,,,,
1323,12/02/25 03:00:00 AM,233.0,8.31,,,,
1324,12/02/25 03:30:00 AM,233.1,8.24,,,,
1325,12/02/25 04:00:00 AM,233.3,8.16,,,,
1326,12/02/25 04:30:00 AM,233.2,8.14,,,,
1327,12/02/25 05:00:00 AM,233.5,8.15,,,,
1328,12/02/25 05:30:00 AM,234.2,8.11,,,,
1329,12/02/25 06:00:00 AM,234.7,8.06,,,,
1330,12/02/25 06:30:00 AM,234.6,8.00,,,,
1331,12/02/25 07:00:00 AM,234.3,7.94,,,,
1332,12/02/25 07:30:00 AM,234.3,7.87,,,,
1333,12/02/25 08:00:00 AM,234.1,7.80,,,,
1334,12/02/25 08:30:00 AM,234.2,7.80,,,,
1335,12/02/25 09:00:00 AM,234.3,7.87,,,,
1336,12/02/25 09:30:00 AM,232.4,8.04,,,,
1337,12/02/25 10:00:00 AM,233.1,8.30,,,,
1338,12/02/25 10:30:00 AM,234.2,8.55,,,,
1339,12/02/25 11:00:00 AM,236.5,8.98,,,,
1340,12/02/25 11:30:00 AM,239.1,9.45,,,,
1341,12/02/25 12:00:00 PM,243.5,10.17,,,,
1342,12/02/25 12:30:00 PM,246.2,10.59,,,,
1343,12/02/25 01:00:00 PM,249.0,10.97,,,,
1344,12/02/25 01:30:00 PM,251.2,11.32,,,,
1345,12/02/25 02:00:00 PM,252.9,11.58,,,,
1346,12/02/25 02:30:00 PM,253.5,11.68,,,,
1347,12/02/25 03:00:00 PM,254.0,11.79,,,,
1348,12/02/25 03:30:00 PM,253.6,11.74,,,,
1349,12/02/25 04:00:00 PM,252.9,11.66,,,,
1350,12/02/25 04:30:00 PM,252.1,11.56,,,,
1351,12/02/25 05:00:00 PM,251.1,11.40,,,,
1352,12/02/25 05:30:00 PM,250.3,11.27,,,,
1353,12/02/25 06:00:00 PM,249.5,11.11,,,,
1354,12/02/25 06:30:00 PM,248.5,10.99,,,,
1355,12/02/25 07:00:00 PM,247.5,10.87,,,,
1356,12/02/25 07:30:00 PM,247.1,10.79,,,,
1357,12/02/25 08:00:00 PM,246.2,10.69,,,,
1358,12/02/25 08:30:00 PM,245.5,10.55,,,,
1359,12/02/25 09:00:00 PM,244.9,10.44,,,,
1360,12/02/25 09:30:00 PM,244.3,10.32,,,,
1361,12/02/25 10:00:00 PM,243.9,10.25,,,,
1362,12/02/25 10:30:00 PM,243.5,10.20,,,,
1363,12/02/25 11:00:00 PM,242.9,10.12,,,,
1364,12/02/25 11:30:00 PM,241.8,10.05,,,,
1365,12/03/25 12:00:00 AM,240.2,9.94,,,,
1366,12/03/25 12:30:00 AM,239.1,9.88,,,,
1367,12/03/25 01:00:00 AM,238.0,9.84,,,,
1368,12/03/25 01:30:00 AM,237.5,9.81,,,,
1369,12/03/25 02:00:00 AM,237.5,9.80,,,,
1370,12/03/25 02:30:00 AM,237.3,9.74,,,,
1371,12/03/25 03:00:00 AM,236.7,9.64,,,,
1372,12/03/25 03:30:00 AM,236.1,9.53,,,,
1373,12/03/25 04:00:00 AM,235.2,9.39,,,,
1374,12/03/25 04:30:00 AM,234.3,9.23,,,,
1375,12/03/25 05:00:00 AM,233.7,9.06,,,,
1376,12/03/25 05:30:00 AM,234.0,8.91,,,,
1377,12/03/25 06:00:00 AM,233.5,8.78,,,,
1378,12/03/25 06:30:00 AM,232.6,8.67,,,,
1379,12/03/25 07:00:00 AM,231.8,8.55,,,,
1380,12/03/25 07:30:00 AM,231.6,8.47,,,,
1381,12/03/25 08:00:00 AM,231.8,8.42,,,,
1382,12/03/25 08:30:00 AM,232.6,8.54,,,,
1383,12/03/25 09:00:00 AM,234.6,8.74,,,,
1384,12/03/25 09:30:00 AM,236.8,8.89,,,,
1385,12/03/25 10:00:00 AM,238.6,9.02,,,,
1386,12/03/25 10:30:00 AM,240.9,9.18,,,,
1387,12/03/25 11:00:00 AM,244.0,9.53,,,,
1388,12/03/25 11:30:00 AM,245.7,10.04,,,,
1389,12/03/25 12:00:00 PM,245.4,10.08,,,,
1390,12/03/25 12:30:00 PM,249.6,10.36,,,,
1391,12/03/25 01:00:00 PM,253.5,10.43,,,,
1392,12/03/25 01:30:00 PM,254.9,10.44,,,,
1393,12/03/25 02:00:00 PM,256.3,10.57,,,,
1394,12/03/25 02:30:00 PM,257.2,10.83,,,,
1395,12/03/25 03:00:00 PM,256.9,10.93,,,,
1396,12/03/25 03:30:00 PM,256.8,10.96,,,,
1397,12/03/25 04:00:00 PM,256.4,10.91,,,,
1398,12/03/25 04:30:00 PM,255.7,10.80,,,,
1399,12/03/25 05:00:00 PM,254.8,10.68,,,,
1400,12/03/25 05:30:00 PM,253.1,10.47,,,,
1401,12/03/25 06:00:00 PM,251.0,10.09,,,,
1402,12/03/25 06:30:00 PM,250.7,10.01,,,,
1403,12/03/25 07:00:00 PM,250.5,9.97,,,,
1404,12/03/25 07:30:00 PM,249.5,9.82,,,,
1405,12/03/25 08:00:00 PM,249.3,9.72,,,,
1406,12/03/25 08:30:00 PM,248.5,9.55,,,,
1407,12/03/25 09:00:00 PM,248.2,9.51,,,,
1408,12/03/25 09:30:00 PM,247.1,9.34,,,,
1409,12/03/25 10:00:00 PM,246.1,9.21,,,,
1410,12/03/25 10:30:00 PM,245.5,9.09,,,,
1411,12/03/25 11:00:00 PM,244.8,8.99,,,,
1412,12/03/25 11:30:00 PM,244.2,8.89,,,,
1413,12/04/25 12:00:00 AM,243.2,8.74,,,,
1414,12/04/25 12:30:00 AM,242.2,8.60,,,,
1415,12/04/25 01:00:00 AM,241.1,8.43,,,,
1416,12/04/25 01:30:00 AM,240.8,8.39,,,,
1417,12/04/25 02:00:00 AM,240.0,8.27,,,,
1418,12/04/25 02:30:00 AM,239.9,8.24,,,,
1419,12/04/25 03:00:00 AM,239.3,8.16,,,,
1420,12/04/25 03:30:00 AM,239.1,8.15,,,,
1421,12/04/25 04:00:00 AM,238.8,8.08,,,,
1422,12/04/25 04:30:00 AM,239.1,8.12,,,,
1423,12/04/25 05:00:00 AM,239.2,8.12,,,,
1424,12/04/25 05:30:00 AM,239.2,8.14,,,,
1425,12/04/25 06:00:00 AM,239.1,8.11,,,,
1426,12/04/25 06:30:00 AM,239.1,8.11,,,,
1427,12/04/25 07:00:00 AM,239.1,8.12,,,,
1428,12/04/25 07:30:00 AM,239.1,8.12,,,,
1429,12/04/25 08:00:00 AM,239.1,8.15,,,,
1430,12/04/25 08:30:00 AM,239.3,8.19,,,,
1431,12/04/25 09:00:00 AM,240.0,8.24,,,,
1432,12/04/25 09:30:00 AM,240.2,8.31,,,,
1433,12/04/25 10:00:00 AM,238.7,8.38,,,,
1434,12/04/25 10:30:00 AM,239.4,8.52,,,,
1435,12/04/25 11:00:00 AM,239.7,8.60,,,,
1436,12/04/25 11:30:00 AM,239.2,8.70,,,,
1437,12/04/25 12:00:00 PM,240.0,8.83,,,,
1438,12/04/25 12:30:00 PM,241.2,8.97,,,,
1439,12/04/25 01:00:00 PM,242.5,9.14,,,,
1440,12/04/25 01:30:00 PM,242.5,9.29,,,,
1441,12/04/25 02:00:00 PM,243.3,9.43,,,,
1442,12/04/25 02:30:00 PM,243.5,9.57,,,,
1443,12/04/25 03:00:00 PM,243.1,9.65,,,,
1444,12/04/25 03:30:00 PM,243.2,9.73,,,,
1445,12/04/25 04:00:00 PM,243.3,9.77,,,,
1446,12/04/25 04:30:00 PM,243.0,9.72,,,,
1447,12/04/25 05:00:00 PM,241.4,9.58,,,,
1448,12/04/25 05:30:00 PM,240.8,9.46,,,,
1449,12/04/25 06:00:00 PM,240.4,9.30,,,,
1450,12/04/25 06:30:00 PM,239.9,9.11,,,,
1451,12/04/25 07:00:00 PM,239.0,9.05,,,,
1452,12/04/25 07:30:00 PM,239.6,8.97,,,,
1453,12/04/25 08:00:00 PM,240.4,8.77,,,,
1454,12/04/25 08:30:00 PM,240.0,8.62,,,,
1455,12/04/25 09:00:00 PM,237.4,8.55,,,,
1456,12/04/25 09:30:00 PM,235.2,8.35,,,,
1457,12/04/25 10:00:00 PM,234.0,8.24,,,,
1458,12/04/25 10:30:00 PM,232.8,8.07,,,,
1459,12/04/25 11:00:00 PM,231.9,7.96,,,,
1460,12/04/25 11:30:00 PM,231.6,7.92,,,,
1461,12/05/25 12:00:00 AM,231.1,7.85,,,,
1462,12/05/25 12:30:00 AM,230.8,7.80,,,,
1463,12/05/25 01:00:00 AM,231.0,7.80,,,,
1464,12/05/25 01:30:00 AM,230.9,7.80,,,,
1465,12/05/25 02:00:00 AM,230.8,7.80,,,,
1466,12/05/25 02:30:00 AM,229.7,7.79,,,,
1467,12/05/25 03:00:00 AM,229.1,7.79,,,,
1468,12/05/25 03:30:00 AM,228.9,7.75,,,,
1469,12/05/25 04:00:00 AM,229.0,7.69,,,,
1470,12/05/25 04:30:00 AM,228.6,7.69,,,,
1471,12/05/25 05:00:00 AM,228.3,7.71,,,,
1472,12/05/25 05:30:00 AM,228.0,7.71,,,,
1473,12/05/25 06:00:00 AM,227.5,7.68,,,,
1474,12/05/25 06:30:00 AM,227.4,7.67,,,,
1475,12/05/25 07:00:00 AM,228.0,7.71,,,,
1476,12/05/25 07:30:00 AM,228.1,7.72,,,,
1477,12/05/25 08:00:00 AM,227.7,7.71,,,,
1478,12/05/25 08:30:00 AM,227.7,7.69,,,,
1479,12/05/25 09:00:00 AM,228.1,7.73,,,,
1480,12/05/25 09:30:00 AM,228.5,7.79,,,,
1481,12/05/25 10:00:00 AM,229.0,7.80,,,,
1482,12/05/25 10:30:00 AM,229.1,7.84,,,,
1483,12/05/25 11:00:00 AM,230.1,7.91,,,,
1484,12/05/25 11:30:00 AM,230.7,8.02,,,,
1485,12/05/25 12:00:00 PM,231.6,8.10,,,,
1486,12/05/25 12:30:00 PM,232.6,8.19,,,,
1487,12/05/25 01:00:00 PM,233.4,8.30,,,,
1488,12/05/25 01:30:00 PM,233.9,8.35,,,,
1489,12/05/25 02:00:00 PM,234.5,8.43,,,,
1490,12/05/25 02:30:00 PM,234.7,8.46,,,,
1491,12/05/25 03:00:00 PM,234.7,8.48,,,,
1492,12/05/25 03:30:00 PM,235.3,8.50,,,,
1493,12/05/25 04:00:00 PM,236.4,8.48,,,,
1494,12/05/25 04:30:00 PM,235.8,8.44,,,,
1495,12/05/25 05:00:00 PM,235.5,8.39,,,,
1496,12/05/25 05:30:00 PM,235.1,8.32,,,,
1497,12/05/25 06:00:00 PM,235.2,8.31,,,,
1498,12/05/25 06:30:00 PM,234.9,8.28,,,,
1499,12/05/25 07:00:00 PM,234.9,8.26,,,,
1500,12/05/25 07:30:00 PM,234.4,8.22,,,,
1501,12/05/25 08:00:00 PM,234.6,8.20,,,,
1502,12/05/25 08:30:00 PM,234.4,8.20,,,,
1503,12/05/25 09:00:00 PM,234.4,8.16,,,,
1504,12/05/25 09:30:00 PM,234.6,8.18,,,,
1505,12/05/25 10:00:00 PM,234.5,8.14,,,,
1506,12/05/25 10:30:00 PM,234.8,8.15,,,,
1507,12/05/25 11:00:00 PM,234.8,8.11,,,,
1508,12/05/25 11:30:00 PM,235.1,8.10,,,,
1509,12/06/25 12:00:00 AM,235.1,8.07,,,,
1510,12/06/25 12:30:00 AM,235.0,8.02,,,,
1511,12/06/25 01:00:00 AM,234.9,7.99,,,,
1512,12/06/25 01:30:00 AM,234.5,7.95,,,,
1513,12/06/25 02:00:00 AM,233.8,7.89,,,,
1514,12/06/25 02:30:00 AM,232.6,7.88,,,,
1515,12/06/25 03:00:00 AM,230.3,7.85,,,,
1516,12/06/25 03:30:00 AM,227.8,7.85,,,,
1517,12/06/25 04:00:00 AM,228.1,7.85,,,,
1518,12/06/25 04:30:00 AM,228.1,7.84,,,,
1519,12/06/25 05:00:00 AM,227.9,7.81,,,,
1520,12/06/25 05:30:00 AM,228.2,7.80,,,,
1521,12/06/25 06:00:00 AM,227.6,7.79,,,,
1522,12/06/25 06:30:00 AM,227.8,7.80,,,,
1523,12/06/25 07:00:00 AM,227.6,7.81,,,,
1524,12/06/25 07:30:00 AM,227.8,7.84,,,,
1525,12/06/25 08:00:00 AM,228.0,7.83,,,,
1526,12/06/25 08:30:00 AM,228.1,7.84,,,,
1527,12/06/25 09:00:00 AM,227.5,7.85,,,,
1528,12/06/25 09:30:00 AM,227.5,7.89,,,,
1529,12/06/25 10:00:00 AM,227.9,7.94,,,,
1530,12/06/25 10:30:00 AM,228.1,8.00,,,,
1531,12/06/25 11:00:00 AM,228.1,8.07,,,,
1532,12/06/25 11:30:00 AM,228.6,8.15,,,,
1533,12/06/25 12:00:00 PM,229.3,8.23,,,,
1534,12/06/25 12:30:00 PM,230.0,8.32,,,,
1535,12/06/25 01:00:00 PM,230.6,8.39,,,,
1536,12/06/25 01:30:00 PM,231.0,8.47,,,,
1537,12/06/25 02:00:00 PM,231.1,8.50,,,,
1538,12/06/25 02:30:00 PM,231.4,8.55,,,,
1539,12/06/25 03:00:00 PM,231.5,8.58,,,,
1540,12/06/25 03:30:00 PM,231.5,8.59,,,,
1541,12/06/25 04:00:00 PM,231.4,8.58,,,,
1542,12/06/25 04:30:00 PM,231.3,8.54,,,,
1543,12/06/25 05:00:00 PM,231.0,8.51,,,,
1544,12/06/25 05:30:00 PM,230.7,8.48,,,,
1545,12/06/25 06:00:00 PM,230.6,8.43,,,,
1546,12/06/25 06:30:00 PM,230.8,8.39,,,,
1547,12/06/25 07:00:00 PM,230.3,8.34,,,,
1548,12/06/25 07:30:00 PM,230.0,8.27,,,,
1549,12/06/25 08:00:00 PM,229.8,8.23,,,,
1550,12/06/25 08:30:00 PM,229.8,8.20,,,,
1551,12/06/25 09:00:00 PM,229.9,8.19,,,,
1552,12/06/25 09:30:00 PM,229.8,8.15,,,,
1553,12/06/25 10:00:00 PM,229.8,8.12,,,,
1554,12/06/25 10:30:00 PM,229.8,8.10,,,,
1555,12/06/25 11:00:00 PM,229.9,8.10,,,,
1556,12/06/25 11:30:00 PM,230.3,8.11,,,,
1557,12/07/25 12:00:00 AM,230.3,8.10,,,,
1558,12/07/25 12:30:00 AM,230.2,8.07,,,,
1559,12/07/25 01:00:00 AM,230.6,8.02,,,,
1560,12/07/25 01:30:00 AM,231.6,7.99,,,,
1561,12/07/25 02:00:00 AM,232.1,7.98,,,,
1562,12/07/25 02:30:00 AM,232.3,7.98,,,,
1563,12/07/25 03:00:00 AM,232.1,7.95,,,,
1564,12/07/25 03:30:00 AM,232.0,7.94,,,,
1565,12/07/25 04:00:00 AM,231.7,7.94,,,,
1566,12/07/25 04:30:00 AM,231.2,7.91,,,,
1567,12/07/25 05:00:00 AM,231.4,7.92,,,,
1568,12/07/25 05:30:00 AM,231.7,7.95,,,,
1569,12/07/25 06:00:00 AM,231.9,7.92,,,,
1570,12/07/25 06:30:00 AM,232.1,7.92,,,,
1571,12/07/25 07:00:00 AM,232.4,7.94,,,,
1572,12/07/25 07:30:00 AM,232.3,7.95,,,,
1573,12/07/25 08:00:00 AM,232.7,7.92,,,,
1574,12/07/25 08:30:00 AM,231.3,7.92,,,,
1575,12/07/25 09:00:00 AM,227.0,7.96,,,,
1576,12/07/25 09:30:00 AM,227.0,7.99,,,,
1577,12/07/25 10:00:00 AM,225.6,8.03,,,,
1578,12/07/25 10:30:00 AM,225.8,8.11,,,,
1579,12/07/25 11:00:00 AM,226.0,8.19,,,,
1580,12/07/25 11:30:00 AM,226.1,8.26,,,,
1581,12/07/25 12:00:00 PM,226.3,8.32,,,,
1582,12/07/25 12:30:00 PM,226.2,8.39,,,,
1583,12/07/25 01:00:00 PM,226.8,8.50,,,,
1584,12/07/25 01:30:00 PM,227.1,8.60,,,,
1585,12/07/25 02:00:00 PM,227.5,8.67,,,,
1586,12/07/25 02:30:00 PM,227.6,8.72,,,,
1587,12/07/25 03:00:00 PM,227.8,8.75,,,,
1588,12/07/25 03:30:00 PM,227.3,8.75,,,,
1589,12/07/25 04:00:00 PM,227.2,8.74,,,,
1590,12/07/25 04:30:00 PM,226.9,8.70,,,,
1591,12/07/25 05:00:00 PM,226.7,8.68,,,,
1592,12/07/25 05:30:00 PM,226.3,8.64,,,,
1593,12/07/25 06:00:00 PM,225.7,8.59,,,,
1594,12/07/25 06:30:00 PM,225.5,8.55,,,,
1595,12/07/25 07:00:00 PM,225.2,8.48,,,,
1596,12/07/25 07:30:00 PM,225.0,8.46,,,,
1597,12/07/25 08:00:00 PM,224.9,8.43,,,,
1598,12/07/25 08:30:00 PM,224.6,8.39,,,,
1599,12/07/25 09:00:00 PM,224.8,8.38,,,,
1600,12/07/25 09:30:00 PM,224.8,8.38,,,,
1601,12/07/25 10:00:00 PM,224.8,8.34,,,,
1602,12/07/25 10:30:00 PM,224.8,8.32,,,,
1603,12/07/25 11:00:00 PM,224.8,8.27,,,,
1604,12/07/25 11:30:00 PM,224.9,8.26,,,,
1605,12/08/25 12:00:00 AM,225.1,8.24,,,,
1606,12/08/25 12:30:00 AM,225.3,8.22,,,,
1607,12/08/25 01:00:00 AM,225.5,8.22,,,,
1608,12/08/25 01:30:00 AM,225.4,8.20,,,,
1609,12/08/25 02:00:00 AM,225.3,8.19,,,,
1610,12/08/25 02:30:00 AM,225.4,8.15,,,,
1611,12/08/25 03:00:00 AM,225.6,8.12,,,,
1612,12/08/25 03:30:00 AM,225.9,8.11,,,,
1613,12/08/25 04:00:00 AM,225.9,8.08,,,,
1614,12/08/25 04:30:00 AM,225.3,8.04,,,,
1615,12/08/25 05:00:00 AM,225.5,8.02,,,,
1616,12/08/25 05:30:00 AM,225.9,8.00,,,,
1617,12/08/25 06:00:00 AM,225.9,7.96,,,,
1618,12/08/25 06:30:00 AM,225.9,7.96,,,,
1619,12/08/25 07:00:00 AM,226.2,7.98,,,,
1620,12/08/25 07:30:00 AM,226.2,7.95,,,,
1621,12/08/25 08:00:00 AM,226.2,7.95,,,,
1622,12/08/25 08:30:00 AM,226.4,7.94,,,,
1623,12/08/25 09:00:00 AM,226.7,7.95,,,,
1624,12/08/25 09:30:00 AM,227.2,8.00,,,,
1625,12/08/25 10:00:00 AM,228.3,8.08,,,,
1626,12/08/25 10:30:00 AM,228.0,8.16,,,,
1627,12/08/25 11:00:00 AM,228.5,8.26,,,,
1628,12/08/25 11:30:00 AM,229.0,8.32,,,,
1629,12/08/25 12:00:00 PM,229.5,8.43,,,,
1630,12/08/25 12:30:00 PM,230.1,8.54,,,,
1631,12/08/25 01:00:00 PM,230.7,8.66,,,,
1632,12/08/25 01:30:00 PM,231.2,8.74,,,,
1633,12/08/25 02:00:00 PM,232.0,8.81,,,,
1634,12/08/25 02:30:00 PM,230.9,8.86,,,,
1635,12/08/25 03:00:00 PM,230.8,8.89,,,,
1636,12/08/25 03:30:00 PM,230.2,8.90,,,,
1637,12/08/25 04:00:00 PM,229.4,8.89,,,,
1638,12/08/25 04:30:00 PM,229.5,8.86,,,,
1639,12/08/25 05:00:00 PM,229.2,8.82,,,,
1640,12/08/25 05:30:00 PM,228.8,8.79,,,,
1641,12/08/25 06:00:00 PM,228.5,8.72,,,,
1642,12/08/25 06:30:00 PM,228.2,8.70,,,,
1643,12/08/25 07:00:00 PM,227.6,8.66,,,,
1644,12/08/25 07:30:00 PM,227.2,8.63,,,,
1645,12/08/25 08:00:00 PM,226.7,8.58,,,,
1646,12/08/25 08:30:00 PM,226.4,8.59,,,,
1647,12/08/25 09:00:00 PM,226.1,8.59,,,,
1648,12/08/25 09:30:00 PM,225.7,8.59,,,,
1649,12/08/25 10:00:00 PM,225.7,8.58,,,,
1650,12/08/25 10:30:00 PM,225.6,8.58,,,,
1651,12/08/25 11:00:00 PM,225.7,8.55,,,,
1652,12/08/25 11:30:00 PM,225.5,8.50,,,,
1653,12/09/25 12:00:00 AM,225.6,8.51,,,,
1654,12/09/25 12:30:00 AM,225.6,8.47,,,,
1655,12/09/25 01:00:00 AM,225.7,8.47,,,,
1656,12/09/25 01:30:00 AM,225.9,8.46,,,,
1657,12/09/25 02:00:00 AM,226.5,8.40,,,,
1658,12/09/25 02:30:00 AM,227.0,8.39,,,,
1659,12/09/25 03:00:00 AM,227.2,8.34,,,,
1660,12/09/25 03:30:00 AM,227.3,8.32,,,,
1661,12/09/25 04:00:00 AM,227.1,8.31,,,,
1662,12/09/25 04:30:00 AM,227.3,8.30,,,,
1663,12/09/25 05:00:00 AM,227.0,8.30,,,,
1664,12/09/25 05:30:00 AM,226.5,8.26,,,,
1665,12/09/25 06:00:00 AM,225.4,8.24,,,,
1666,12/09/25 06:30:00 AM,224.7,8.22,,,,
1667,12/09/25 07:00:00 AM,224.7,8.22,,,,
1668,12/09/25 07:30:00 AM,225.4,8.22,,,,
1669,12/09/25 08:00:00 AM,225.9,8.20,,,,
1670,12/09/25 08:30:00 AM,226.5,8.18,,,,
1671,12/09/25 09:00:00 AM,226.5,8.19,,,,
1672,12/09/25 09:30:00 AM,226.4,8.24,,,,
1673,12/09/25 10:00:00 AM,226.8,8.30,,,,
1674,12/09/25 10:30:00 AM,226.1,8.36,,,,
1675,12/09/25 11:00:00 AM,226.8,8.46,,,,
1676,12/09/25 11:30:00 AM,227.4,8.54,,,,
1677,12/09/25 12:00:00 PM,228.2,8.64,,,,
1678,12/09/25 12:30:00 PM,228.8,8.74,,,,
1679,12/09/25 01:00:00 PM,229.3,8.83,,,,
1680,12/09/25 01:30:00 PM,229.8,8.89,,,,
