"Plot Title: 22368008"
"#","Date Time, GMT-07:00","Low Range, μS/cm (LGR S/N: 22368008, SEN S/N: 22368008)","Temp, °F (LGR S/N: 22368008, SEN S/N: 22368008)","Coupler Detached (LGR S/N: 22368008)","Coupler Attached (LGR S/N: 22368008)","Host Connected (LGR S/N: 22368008)","End Of File (LGR S/N: 22368008)"
471,11/09/25 05:00:00 AM,501.3,60.55,,,,
472,11/09/25 05:30:00 AM,505.7,60.53,,,,
473,11/09/25 06:00:00 AM,504.5,60.48,,,,
474,11/09/25 06:30:00 AM,500.8,60.42,,,,
475,11/09/25 07:00:00 AM,494.1,60.33,,,,
476,11/09/25 07:30:00 AM,487.0,60.22,,,,
477,11/09/25 08:00:00 AM,482.7,60.13,,,,
478,11/09/25 08:30:00 AM,478.6,60.01,,,,
479,11/09/25 09:00:00 AM,475.6,59.94,,,,
480,11/09/25 09:30:00 AM,473.5,59.86,,,,
481,11/09/25 10:00:00 AM,471.5,59.77,,,,
482,11/09/25 10:30:00 AM,469.5,59.77,,,,
483,11/09/25 11:00:00 AM,469.3,59.79,,,,
484,11/09/25 11:30:00 AM,469.9,59.86,,,,
485,11/09/25 12:00:00 PM,470.6,59.94,,,,
486,11/09/25 12:30:00 PM,471.9,60.08,,,,
487,11/09/25 01:00:00 PM,474.6,60.42,,,,
488,11/09/25 01:30:00 PM,477.5,60.73,,,,
489,11/09/25 02:00:00 PM,480.6,61.14,,,,
490,11/09/25 02:30:00 PM,484.5,61.63,,,,
491,11/09/25 03:00:00 PM,488.2,61.83,,,,
492,11/09/25 03:30:00 PM,492.3,62.10,,,,
493,11/09/25 04:00:00 PM,494.1,62.26,,,,
494,11/09/25 04:30:00 PM,496.2,62.47,,,,
495,11/09/25 05:00:00 PM,498.1,62.58,,,,
496,11/09/25 05:30:00 PM,500.4,62.74,,,,
497,11/09/25 06:00:00 PM,501.6,62.80,,,,
498,11/09/25 06:30:00 PM,502.9,62.89,,,,
499,11/09/25 07:00:00 PM,502.3,62.80,,,,
500,11/09/25 07:30:00 PM,501.5,62.67,,,,
501,11/09/25 08:00:00 PM,502.1,62.71,,,,
502,11/09/25 08:30:00 PM,502.3,62.76,,,,
503,11/09/25 09:00:00 PM,478.9,62.71,,,,
504,11/09/25 09:30:00 PM,484.3,62.71,,,,
505,11/09/25 10:00:00 PM,488.6,62.64,,,,
506,11/09/25 10:30:00 PM,486.1,62.33,,,,
507,11/09/25 11:00:00 PM,485.1,61.99,,,,
508,11/09/25 11:30:00 PM,485.1,61.68,,,,
509,11/10/25 12:00:00 AM,484.2,61.63,,,,
510,11/10/25 12:30:00 AM,481.4,61.65,,,,
511,11/10/25 01:00:00 AM,482.1,61.65,,,,
512,11/10/25 01:30:00 AM,482.1,61.68,,,,
513,11/10/25 02:00:00 AM,481.4,61.77,,,,
514,11/10/25 02:30:00 AM,481.4,61.77,,,,
515,11/10/25 03:00:00 AM,481.2,61.75,,,,
516,11/10/25 03:30:00 AM,480.9,61.72,,,,
517,11/10/25 04:00:00 AM,480.6,61.66,,,,
518,11/10/25 04:30:00 AM,480.1,61.57,,,,
519,11/10/25 05:00:00 AM,480.8,61.52,,,,
520,11/10/25 05:30:00 AM,490.4,61.30,,,,
521,11/10/25 06:00:00 AM,508.7,61.03,,,,
522,11/10/25 06:30:00 AM,517.2,60.85,,,,
523,11/10/25 07:00:00 AM,516.3,60.73,,,,
524,11/10/25 07:30:00 AM,508.9,60.62,,,,
525,11/10/25 08:00:00 AM,499.4,60.53,,,,
526,11/10/25 08:30:00 AM,494.2,60.39,,,,
527,11/10/25 09:00:00 AM,488.3,60.30,,,,
528,11/10/25 09:30:00 AM,481.8,60.21,,,,
529,11/10/25 10:00:00 AM,476.8,60.12,,,,
530,11/10/25 10:30:00 AM,473.3,60.08,,,,
531,11/10/25 11:00:00 AM,471.7,60.08,,,,
532,11/10/25 11:30:00 AM,471.3,60.12,,,,
533,11/10/25 12:00:00 PM,471.3,60.19,,,,
534,11/10/25 12:30:00 PM,471.2,60.31,,,,
535,11/10/25 01:00:00 PM,472.3,60.51,,,,
536,11/10/25 01:30:00 PM,473.9,60.84,,,,
537,11/10/25 02:00:00 PM,475.4,61.03,,,,
538,11/10/25 02:30:00 PM,477.3,61.21,,,,
539,11/10/25 03:00:00 PM,485.0,62.44,,,,
540,11/10/25 03:30:00 PM,488.7,62.98,,,,
541,11/10/25 04:00:00 PM,490.9,63.19,,,,
542,11/10/25 04:30:00 PM,494.3,63.46,,,,
543,11/10/25 05:00:00 PM,496.3,63.32,,,,
544,11/10/25 05:30:00 PM,493.4,62.78,,,,
545,11/10/25 06:00:00 PM,496.2,63.05,,,,
546,11/10/25 06:30:00 PM,493.6,62.64,,,,
547,11/10/25 07:00:00 PM,494.8,62.76,,,,
548,11/10/25 07:30:00 PM,494.2,62.64,,,,
549,11/10/25 08:00:00 PM,492.7,62.46,,,,
550,11/10/25 08:30:00 PM,492.8,62.49,,,,
551,11/10/25 09:00:00 PM,492.5,62.55,,,,
552,11/10/25 09:30:00 PM,492.6,62.56,,,,
553,11/10/25 10:00:00 PM,480.8,62.55,,,,
554,11/10/25 10:30:00 PM,479.1,62.51,,,,
555,11/10/25 11:00:00 PM,483.6,62.47,,,,
556,11/10/25 11:30:00 PM,485.1,62.37,,,,
557,11/11/25 12:00:00 AM,483.2,62.08,,,,
558,11/11/25 12:30:00 AM,483.3,61.86,,,,
559,11/11/25 01:00:00 AM,483.7,61.79,,,,
560,11/11/25 01:30:00 AM,483.4,61.79,,,,
561,11/11/25 02:00:00 AM,481.6,61.79,,,,
562,11/11/25 02:30:00 AM,482.4,61.79,,,,
563,11/11/25 03:00:00 AM,480.8,61.79,,,,
564,11/11/25 03:30:00 AM,480.7,61.83,,,,
565,11/11/25 04:00:00 AM,480.4,61.79,,,,
566,11/11/25 04:30:00 AM,479.9,61.75,,,,
567,11/11/25 05:00:00 AM,479.4,61.68,,,,
568,11/11/25 05:30:00 AM,479.0,61.56,,,,
569,11/11/25 06:00:00 AM,478.5,61.47,,,,
570,11/11/25 06:30:00 AM,479.9,61.25,,,,
571,11/11/25 07:00:00 AM,487.3,61.03,,,,
572,11/11/25 07:30:00 AM,496.3,60.69,,,,
573,11/11/25 08:00:00 AM,497.0,60.48,,,,
574,11/11/25 08:30:00 AM,493.6,60.35,,,,
575,11/11/25 09:00:00 AM,489.6,60.28,,,,
576,11/11/25 09:30:00 AM,482.9,60.17,,,,
577,11/11/25 10:00:00 AM,477.5,60.12,,,,
578,11/11/25 10:30:00 AM,472.9,60.10,,,,
579,11/11/25 11:00:00 AM,471.3,60.08,,,,
580,11/11/25 11:30:00 AM,467.9,60.10,,,,
581,11/11/25 12:00:00 PM,465.6,60.13,,,,
582,11/11/25 12:30:00 PM,464.6,60.19,,,,
583,11/11/25 01:00:00 PM,464.9,60.30,,,,
584,11/11/25 01:30:00 PM,465.8,60.48,,,,
585,11/11/25 02:00:00 PM,466.5,60.62,,,,
586,11/11/25 02:30:00 PM,466.5,60.60,,,,
587,11/11/25 03:00:00 PM,467.7,60.71,,,,
588,11/11/25 03:30:00 PM,468.0,60.75,,,,
589,11/11/25 04:00:00 PM,469.3,60.94,,,,
590,11/11/25 04:30:00 PM,471.7,61.36,,,,
591,11/11/25 05:00:00 PM,474.6,61.77,,,,
592,11/11/25 05:30:00 PM,476.8,62.08,,,,
593,11/11/25 06:00:00 PM,478.3,62.26,,,,
594,11/11/25 06:30:00 PM,479.9,62.47,,,,
595,11/11/25 07:00:00 PM,480.4,62.37,,,,
596,11/11/25 07:30:00 PM,482.9,62.37,,,,
597,11/11/25 08:00:00 PM,484.0,62.17,,,,
598,11/11/25 08:30:00 PM,483.3,61.79,,,,
599,11/11/25 09:00:00 PM,484.6,61.79,,,,
600,11/11/25 09:30:00 PM,486.0,61.77,,,,
601,11/11/25 10:00:00 PM,488.6,61.72,,,,
602,11/11/25 10:30:00 PM,490.0,61.72,,,,
603,11/11/25 11:00:00 PM,490.5,61.72,,,,
604,11/11/25 11:30:00 PM,489.4,61.72,,,,
605,11/12/25 12:00:00 AM,487.5,61.68,,,,
606,11/12/25 12:30:00 AM,487.7,61.66,,,,
607,11/12/25 01:00:00 AM,483.0,61.56,,,,
608,11/12/25 01:30:00 AM,480.5,61.38,,,,
609,11/12/25 02:00:00 AM,479.8,61.27,,,,
610,11/12/25 02:30:00 AM,480.8,61.25,,,,
611,11/12/25 03:00:00 AM,480.9,61.25,,,,
612,11/12/25 03:30:00 AM,481.1,61.27,,,,
613,11/12/25 04:00:00 AM,481.5,61.25,,,,
614,11/12/25 04:30:00 AM,482.1,61.23,,,,
615,11/12/25 05:00:00 AM,482.5,61.21,,,,
616,11/12/25 05:30:00 AM,482.5,61.16,,,,
617,11/12/25 06:00:00 AM,482.4,61.11,,,,
618,11/12/25 06:30:00 AM,482.4,61.03,,,,
619,11/12/25 07:00:00 AM,481.9,60.94,,,,
620,11/12/25 07:30:00 AM,482.7,60.84,,,,
621,11/12/25 08:00:00 AM,487.1,60.62,,,,
622,11/12/25 08:30:00 AM,491.9,60.31,,,,
623,11/12/25 09:00:00 AM,494.5,60.19,,,,
624,11/12/25 09:30:00 AM,493.8,59.99,,,,
625,11/12/25 10:00:00 AM,492.1,59.97,,,,
626,11/12/25 10:30:00 AM,488.9,59.94,,,,
627,11/12/25 11:00:00 AM,482.9,59.94,,,,
628,11/12/25 11:30:00 AM,478.9,59.97,,,,
629,11/12/25 12:00:00 PM,477.7,60.08,,,,
630,11/12/25 12:30:00 PM,477.5,60.13,,,,
631,11/12/25 01:00:00 PM,477.3,60.24,,,,
632,11/12/25 01:30:00 PM,476.7,60.49,,,,
633,11/12/25 02:00:00 PM,477.0,60.66,,,,
634,11/12/25 02:30:00 PM,477.7,60.89,,,,
635,11/12/25 03:00:00 PM,478.7,60.94,,,,
636,11/12/25 03:30:00 PM,493.3,61.45,,,,
637,11/12/25 04:00:00 PM,499.9,61.75,,,,
638,11/12/25 04:30:00 PM,499.4,61.48,,,,
639,11/12/25 05:00:00 PM,492.4,61.23,,,,
640,11/12/25 05:30:00 PM,487.2,61.12,,,,
641,11/12/25 06:00:00 PM,483.2,61.16,,,,
642,11/12/25 06:30:00 PM,482.9,61.34,,,,
643,11/12/25 07:00:00 PM,484.4,61.57,,,,
644,11/12/25 07:30:00 PM,485.3,61.79,,,,
645,11/12/25 08:00:00 PM,487.7,61.84,,,,
646,11/12/25 08:30:00 PM,491.6,61.84,,,,
647,11/12/25 09:00:00 PM,496.7,61.83,,,,
648,11/12/25 09:30:00 PM,496.8,61.79,,,,
649,11/12/25 10:00:00 PM,494.4,61.79,,,,
650,11/12/25 10:30:00 PM,492.6,61.77,,,,
651,11/12/25 11:00:00 PM,490.0,61.72,,,,
652,11/12/25 11:30:00 PM,488.1,61.66,,,,
653,11/13/25 12:00:00 AM,485.5,61.65,,,,
654,11/13/25 12:30:00 AM,483.3,61.63,,,,
655,11/13/25 01:00:00 AM,481.7,61.57,,,,
656,11/13/25 01:30:00 AM,480.9,61.56,,,,
657,11/13/25 02:00:00 AM,480.9,61.57,,,,
658,11/13/25 02:30:00 AM,502.7,61.66,,,,
659,11/13/25 03:00:00 AM,505.0,61.66,,,,
660,11/13/25 03:30:00 AM,497.8,61.57,,,,
661,11/13/25 04:00:00 AM,484.8,61.52,,,,
662,11/13/25 04:30:00 AM,479.8,61.47,,,,
663,11/13/25 05:00:00 AM,477.0,61.43,,,,
664,11/13/25 05:30:00 AM,475.2,61.38,,,,
665,11/13/25 06:00:00 AM,473.2,61.32,,,,
666,11/13/25 06:30:00 AM,470.4,61.25,,,,
667,11/13/25 07:00:00 AM,468.7,61.16,,,,
668,11/13/25 07:30:00 AM,471.3,61.05,,,,
669,11/13/25 08:00:00 AM,482.6,60.91,,,,
670,11/13/25 08:30:00 AM,473.7,61.21,,,,
671,11/13/25 09:00:00 AM,463.3,61.56,,,,
672,11/13/25 09:30:00 AM,463.7,61.43,,,,
673,11/13/25 10:00:00 AM,469.6,61.16,,,,
674,11/13/25 10:30:00 AM,484.8,60.91,,,,
675,11/13/25 11:00:00 AM,487.9,60.82,,,,
676,11/13/25 11:30:00 AM,487.9,60.82,,,,
677,11/13/25 12:00:00 PM,487.4,60.76,,,,
678,11/13/25 12:30:00 PM,486.2,60.75,,,,
679,11/13/25 01:00:00 PM,485.9,60.76,,,,
680,11/13/25 01:30:00 PM,481.4,60.75,,,,
681,11/13/25 02:00:00 PM,476.4,60.75,,,,
682,11/13/25 02:30:00 PM,476.4,60.73,,,,
683,11/13/25 03:00:00 PM,301.0,61.63,,,,
684,11/13/25 03:30:00 PM,241.3,61.68,,,,
685,11/13/25 04:00:00 PM,201.7,61.66,,,,
686,11/13/25 04:30:00 PM,185.5,61.68,,,,
687,11/13/25 05:00:00 PM,172.8,61.66,,,,
688,11/13/25 05:30:00 PM,180.4,61.65,,,,
689,11/13/25 06:00:00 PM,186.9,61.63,,,,
690,11/13/25 06:30:00 PM,188.3,61.61,,,,
691,11/13/25 07:00:00 PM,191.2,61.61,,,,
692,11/13/25 07:30:00 PM,203.5,61.61,,,,
693,11/13/25 08:00:00 PM,215.3,61.54,,,,
694,11/13/25 08:30:00 PM,237.8,61.45,,,,
695,11/13/25 09:00:00 PM,336.8,61.07,,,,
696,11/13/25 09:30:00 PM,416.5,60.76,,,,
697,11/13/25 10:00:00 PM,439.4,60.71,,,,
698,11/13/25 10:30:00 PM,430.7,60.73,,,,
699,11/13/25 11:00:00 PM,425.4,60.76,,,,
700,11/13/25 11:30:00 PM,422.8,60.76,,,,
701,11/14/25 12:00:00 AM,422.7,60.73,,,,
702,11/14/25 12:30:00 AM,429.7,60.66,,,,
703,11/14/25 01:00:00 AM,454.4,60.58,,,,
704,11/14/25 01:30:00 AM,492.4,60.51,,,,
705,11/14/25 02:00:00 AM,536.5,60.44,,,,
706,11/14/25 02:30:00 AM,570.4,60.39,,,,
707,11/14/25 03:00:00 AM,587.6,60.35,,,,
708,11/14/25 03:30:00 AM,597.1,60.31,,,,
709,11/14/25 04:00:00 AM,602.3,60.28,,,,
710,11/14/25 04:30:00 AM,604.3,60.22,,,,
711,11/14/25 05:00:00 AM,602.8,60.19,,,,
712,11/14/25 05:30:00 AM,597.6,60.13,,,,
713,11/14/25 06:00:00 AM,590.7,60.12,,,,
714,11/14/25 06:30:00 AM,584.1,60.08,,,,
715,11/14/25 07:00:00 AM,575.5,60.04,,,,
716,11/14/25 07:30:00 AM,567.4,60.03,,,,
717,11/14/25 08:00:00 AM,553.9,60.01,,,,
718,11/14/25 08:30:00 AM,540.0,59.97,,,,
719,11/14/25 09:00:00 AM,522.3,59.92,,,,
720,11/14/25 09:30:00 AM,510.3,59.88,,,,
721,11/14/25 10:00:00 AM,492.2,59.83,,,,
722,11/14/25 10:30:00 AM,477.0,59.86,,,,
723,11/14/25 11:00:00 AM,468.4,59.86,,,,
724,11/14/25 11:30:00 AM,460.6,59.88,,,,
725,11/14/25 12:00:00 PM,455.4,59.92,,,,
726,11/14/25 12:30:00 PM,447.5,60.03,,,,
727,11/14/25 01:00:00 PM,445.3,60.13,,,,
728,11/14/25 01:30:00 PM,443.8,60.28,,,,
729,11/14/25 02:00:00 PM,441.8,60.48,,,,
730,11/14/25 02:30:00 PM,440.0,60.64,,,,
731,11/14/25 03:00:00 PM,439.4,60.82,,,,
732,11/14/25 03:30:00 PM,441.1,60.93,,,,
733,11/14/25 04:00:00 PM,442.3,61.00,,,,
734,11/14/25 04:30:00 PM,439.8,61.00,,,,
735,11/14/25 05:00:00 PM,438.9,61.03,,,,
736,11/14/25 05:30:00 PM,436.9,61.14,,,,
737,11/14/25 06:00:00 PM,438.2,61.21,,,,
738,11/14/25 06:30:00 PM,433.3,61.30,,,,
739,11/14/25 07:00:00 PM,436.1,61.30,,,,
740,11/14/25 07:30:00 PM,450.4,61.20,,,,
741,11/14/25 08:00:00 PM,457.8,61.07,,,,
742,11/14/25 08:30:00 PM,450.9,61.03,,,,
743,11/14/25 09:00:00 PM,447.8,60.96,,,,
744,11/14/25 09:30:00 PM,445.7,60.91,,,,
745,11/14/25 10:00:00 PM,443.1,60.82,,,,
746,11/14/25 10:30:00 PM,441.2,60.71,,,,
747,11/14/25 11:00:00 PM,440.0,60.64,,,,
748,11/14/25 11:30:00 PM,440.4,60.55,,,,
749,11/15/25 12:00:00 AM,438.3,60.48,,,,
750,11/15/25 12:30:00 AM,438.9,60.35,,,,
751,11/15/25 01:00:00 AM,438.5,60.30,,,,
752,11/15/25 01:30:00 AM,439.1,60.22,,,,
753,11/15/25 02:00:00 AM,439.9,60.13,,,,
754,11/15/25 02:30:00 AM,440.9,60.04,,,,
755,11/15/25 03:00:00 AM,441.6,59.99,,,,
756,11/15/25 03:30:00 AM,442.6,59.92,,,,
757,11/15/25 04:00:00 AM,443.8,59.86,,,,
758,11/15/25 04:30:00 AM,444.6,59.77,,,,
759,11/15/25 05:00:00 AM,445.4,59.70,,,,
760,11/15/25 05:30:00 AM,446.9,59.61,,,,
761,11/15/25 06:00:00 AM,448.2,59.56,,,,
762,11/15/25 06:30:00 AM,449.6,59.47,,,,
763,11/15/25 07:00:00 AM,450.7,59.36,,,,
764,11/15/25 07:30:00 AM,451.1,59.29,,,,
765,11/15/25 08:00:00 AM,450.6,59.20,,,,
766,11/15/25 08:30:00 AM,449.6,59.11,,,,
767,11/15/25 09:00:00 AM,448.7,59.05,,,,
768,11/15/25 09:30:00 AM,446.7,59.00,,,,
769,11/15/25 10:00:00 AM,445.0,58.98,,,,
770,11/15/25 10:30:00 AM,444.1,59.00,,,,
771,11/15/25 11:00:00 AM,442.6,59.05,,,,
772,11/15/25 11:30:00 AM,440.9,59.11,,,,
773,11/15/25 12:00:00 PM,439.6,59.18,,,,
774,11/15/25 12:30:00 PM,438.7,59.31,,,,
775,11/15/25 01:00:00 PM,439.3,59.41,,,,
776,11/15/25 01:30:00 PM,440.0,59.56,,,,
777,11/15/25 02:00:00 PM,440.4,59.70,,,,
778,11/15/25 02:30:00 PM,441.5,59.81,,,,
779,11/15/25 03:00:00 PM,442.8,59.92,,,,
780,11/15/25 03:30:00 PM,444.3,59.99,,,,
781,11/15/25 04:00:00 PM,445.6,60.01,,,,
782,11/15/25 04:30:00 PM,446.4,60.03,,,,
783,11/15/25 05:00:00 PM,446.5,60.01,,,,
784,11/15/25 05:30:00 PM,447.2,60.01,,,,
785,11/15/25 06:00:00 PM,454.5,60.12,,,,
786,11/15/25 06:30:00 PM,475.6,60.24,,,,
787,11/15/25 07:00:00 PM,477.9,60.17,,,,
788,11/15/25 07:30:00 PM,464.1,60.03,,,,
789,11/15/25 08:00:00 PM,455.7,60.08,,,,
790,11/15/25 08:30:00 PM,453.8,60.08,,,,
791,11/15/25 09:00:00 PM,457.5,60.01,,,,
792,11/15/25 09:30:00 PM,480.6,59.81,,,,
793,11/15/25 10:00:00 PM,495.5,59.61,,,,
794,11/15/25 10:30:00 PM,489.5,59.52,,,,
795,11/15/25 11:00:00 PM,475.2,59.50,,,,
796,11/15/25 11:30:00 PM,467.0,59.49,,,,
797,11/16/25 12:00:00 AM,462.2,59.45,,,,
798,11/16/25 12:30:00 AM,456.5,59.41,,,,
799,11/16/25 01:00:00 AM,453.3,59.40,,,,
800,11/16/25 01:30:00 AM,450.6,59.36,,,,
801,11/16/25 02:00:00 AM,446.6,59.34,,,,
802,11/16/25 02:30:00 AM,443.4,59.31,,,,
803,11/16/25 03:00:00 AM,440.1,59.31,,,,
804,11/16/25 03:30:00 AM,438.7,59.31,,,,
805,11/16/25 04:00:00 AM,437.0,59.29,,,,
806,11/16/25 04:30:00 AM,436.1,59.29,,,,
807,11/16/25 05:00:00 AM,436.9,59.29,,,,
808,11/16/25 05:30:00 AM,437.6,59.29,,,,
809,11/16/25 06:00:00 AM,437.3,59.27,,,,
810,11/16/25 06:30:00 AM,437.4,59.27,,,,
811,11/16/25 07:00:00 AM,436.7,59.22,,,,
812,11/16/25 07:30:00 AM,438.5,59.22,,,,
813,11/16/25 08:00:00 AM,442.8,59.18,,,,
814,11/16/25 08:30:00 AM,444.7,59.16,,,,
815,11/16/25 09:00:00 AM,441.4,59.16,,,,
816,11/16/25 09:30:00 AM,438.4,59.14,,,,
817,11/16/25 10:00:00 AM,434.3,59.14,,,,
818,11/16/25 10:30:00 AM,429.1,59.14,,,,
819,11/16/25 11:00:00 AM,424.0,59.14,,,,
820,11/16/25 11:30:00 AM,418.8,59.16,,,,
821,11/16/25 12:00:00 PM,414.1,59.20,,,,
822,11/16/25 12:30:00 PM,410.8,59.25,,,,
823,11/16/25 01:00:00 PM,408.0,59.31,,,,
824,11/16/25 01:30:00 PM,407.9,59.38,,,,
825,11/16/25 02:00:00 PM,404.9,59.47,,,,
826,11/16/25 02:30:00 PM,402.6,59.59,,,,
827,11/16/25 03:00:00 PM,403.4,59.68,,,,
828,11/16/25 03:30:00 PM,404.8,59.70,,,,
829,11/16/25 04:00:00 PM,404.2,59.72,,,,
830,11/16/25 04:30:00 PM,405.0,59.70,,,,
831,11/16/25 05:00:00 PM,402.3,59.76,,,,
832,11/16/25 05:30:00 PM,444.9,59.81,,,,
833,11/16/25 06:00:00 PM,452.3,59.77,,,,
834,11/16/25 06:30:00 PM,437.3,59.61,,,,
835,11/16/25 07:00:00 PM,438.1,59.58,,,,
836,11/16/25 07:30:00 PM,439.2,59.56,,,,
837,11/16/25 08:00:00 PM,430.6,59.58,,,,
838,11/16/25 08:30:00 PM,428.1,59.59,,,,
839,11/16/25 09:00:00 PM,420.0,59.59,,,,
840,11/16/25 09:30:00 PM,411.6,59.56,,,,
841,11/16/25 10:00:00 PM,422.7,59.41,,,,
842,11/16/25 10:30:00 PM,443.7,59.29,,,,
843,11/16/25 11:00:00 PM,432.7,59.18,,,,
844,11/16/25 11:30:00 PM,422.8,59.09,,,,
845,11/17/25 12:00:00 AM,417.5,58.98,,,,
846,11/17/25 12:30:00 AM,413.5,58.91,,,,
847,11/17/25 01:00:00 AM,411.1,58.86,,,,
848,11/17/25 01:30:00 AM,409.3,58.75,,,,
849,11/17/25 02:00:00 AM,408.0,58.68,,,,
850,11/17/25 02:30:00 AM,407.2,58.64,,,,
851,11/17/25 03:00:00 AM,406.3,58.57,,,,
852,11/17/25 03:30:00 AM,404.6,58.53,,,,
853,11/17/25 04:00:00 AM,403.1,58.48,,,,
854,11/17/25 04:30:00 AM,402.7,58.42,,,,
855,11/17/25 05:00:00 AM,402.9,58.37,,,,
856,11/17/25 05:30:00 AM,402.7,58.35,,,,
857,11/17/25 06:00:00 AM,403.2,58.33,,,,
858,11/17/25 06:30:00 AM,403.2,58.33,,,,
859,11/17/25 07:00:00 AM,402.6,58.32,,,,
860,11/17/25 07:30:00 AM,402.7,58.26,,,,
861,11/17/25 08:00:00 AM,401.5,58.19,,,,
862,11/17/25 08:30:00 AM,402.7,58.12,,,,
863,11/17/25 09:00:00 AM,407.9,58.08,,,,
864,11/17/25 09:30:00 AM,411.8,58.05,,,,
865,11/17/25 10:00:00 AM,410.8,57.97,,,,
866,11/17/25 10:30:00 AM,406.0,57.94,,,,
867,11/17/25 11:00:00 AM,401.1,57.92,,,,
868,11/17/25 11:30:00 AM,395.5,57.97,,,,
869,11/17/25 12:00:00 PM,392.1,58.05,,,,
870,11/17/25 12:30:00 PM,389.1,58.15,,,,
871,11/17/25 01:00:00 PM,386.7,58.33,,,,
872,11/17/25 01:30:00 PM,385.6,58.46,,,,
873,11/17/25 02:00:00 PM,389.6,58.53,,,,
874,11/17/25 02:30:00 PM,401.3,58.59,,,,
875,11/17/25 03:00:00 PM,417.0,58.62,,,,
876,11/17/25 03:30:00 PM,430.2,58.62,,,,
877,11/17/25 04:00:00 PM,435.7,58.62,,,,
878,11/17/25 04:30:00 PM,440.3,58.64,,,,
879,11/17/25 05:00:00 PM,442.2,58.62,,,,
880,11/17/25 05:30:00 PM,444.5,58.64,,,,
881,11/17/25 06:00:00 PM,444.2,58.59,,,,
882,11/17/25 06:30:00 PM,435.7,58.53,,,,
883,11/17/25 07:00:00 PM,331.4,58.62,,,,
884,11/17/25 07:30:00 PM,310.8,58.64,,,,
885,11/17/25 08:00:00 PM,347.1,58.57,,,,
886,11/17/25 08:30:00 PM,407.4,58.53,,,,
887,11/17/25 09:00:00 PM,427.0,58.46,,,,
888,11/17/25 09:30:00 PM,443.7,58.42,,,,
889,11/17/25 10:00:00 PM,452.5,58.26,,,,
890,11/17/25 10:30:00 PM,467.7,58.06,,,,
891,11/17/25 11:00:00 PM,453.6,58.01,,,,
892,11/17/25 11:30:00 PM,443.8,57.92,,,,
893,11/18/25 12:00:00 AM,435.4,57.81,,,,
894,11/18/25 12:30:00 AM,428.3,57.70,,,,
895,11/18/25 01:00:00 AM,422.3,57.60,,,,
896,11/18/25 01:30:00 AM,416.1,57.51,,,,
897,11/18/25 02:00:00 AM,411.6,57.42,,,,
898,11/18/25 02:30:00 AM,408.0,57.33,,,,
899,11/18/25 03:00:00 AM,405.6,57.22,,,,
900,11/18/25 03:30:00 AM,402.7,57.13,,,,
901,11/18/25 04:00:00 AM,400.5,57.09,,,,
902,11/18/25 04:30:00 AM,399.4,57.02,,,,
903,11/18/25 05:00:00 AM,398.4,56.93,,,,
904,11/18/25 05:30:00 AM,397.6,56.89,,,,
905,11/18/25 06:00:00 AM,397.3,56.82,,,,
906,11/18/25 06:30:00 AM,397.1,56.79,,,,
907,11/18/25 07:00:00 AM,396.1,56.71,,,,
908,11/18/25 07:30:00 AM,395.3,56.64,,,,
909,11/18/25 08:00:00 AM,393.6,56.57,,,,
910,11/18/25 08:30:00 AM,391.0,56.50,,,,
911,11/18/25 09:00:00 AM,388.3,56.43,,,,
912,11/18/25 09:30:00 AM,385.9,56.37,,,,
913,11/18/25 10:00:00 AM,384.3,56.34,,,,
914,11/18/25 10:30:00 AM,383.5,56.37,,,,
915,11/18/25 11:00:00 AM,383.8,56.41,,,,
916,11/18/25 11:30:00 AM,384.5,56.53,,,,
917,11/18/25 12:00:00 PM,387.3,56.71,,,,
918,11/18/25 12:30:00 PM,389.8,56.91,,,,
919,11/18/25 01:00:00 PM,393.3,57.18,,,,
920,11/18/25 01:30:00 PM,397.0,57.36,,,,
921,11/18/25 02:00:00 PM,400.7,57.61,,,,
922,11/18/25 02:30:00 PM,403.9,57.78,,,,
923,11/18/25 03:00:00 PM,407.7,57.94,,,,
924,11/18/25 03:30:00 PM,411.2,58.12,,,,
925,11/18/25 04:00:00 PM,413.8,58.19,,,,
926,11/18/25 04:30:00 PM,416.3,58.19,,,,
927,11/18/25 05:00:00 PM,417.6,58.17,,,,
928,11/18/25 05:30:00 PM,418.4,58.15,,,,
929,11/18/25 06:00:00 PM,418.4,58.14,,,,
930,11/18/25 06:30:00 PM,419.9,58.12,,,,
931,11/18/25 07:00:00 PM,420.3,58.06,,,,
932,11/18/25 07:30:00 PM,421.1,58.08,,,,
933,11/18/25 08:00:00 PM,422.4,58.05,,,,
934,11/18/25 08:30:00 PM,425.4,57.90,,,,
935,11/18/25 09:00:00 PM,428.8,57.72,,,,
936,11/18/25 09:30:00 PM,436.6,57.47,,,,
937,11/18/25 10:00:00 PM,433.0,57.36,,,,
938,11/18/25 10:30:00 PM,429.4,57.25,,,,
939,11/18/25 11:00:00 PM,426.5,57.15,,,,
940,11/18/25 11:30:00 PM,424.5,57.11,,,,
941,11/19/25 12:00:00 AM,422.5,57.02,,,,
942,11/19/25 12:30:00 AM,420.9,56.93,,,,
943,11/19/25 01:00:00 AM,419.5,56.84,,,,
944,11/19/25 01:30:00 AM,418.6,56.79,,,,
945,11/19/25 02:00:00 AM,417.5,56.75,,,,
946,11/19/25 02:30:00 AM,416.8,56.71,,,,
